,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18872,Dalvin Cook,MIN,RB,12,CAR,17.0,26.0,9500.0,25.86
1,1,17959,Derrick Henry,TEN,RB,12,IND,3.0,7.0,7900.0,15.76
2,1,18878,Alvin Kamara,NO,RB,12,DEN,15.0,15.0,8200.0,18.44
3,1,20824,Josh Jacobs,LV,RB,12,ATL,30.0,5.0,7200.0,16.6
