,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,16470,Davante Adams,GB,WR,12,CHI,6,2,8800.0,21.85
1,1,18082,Tyreek Hill,KC,WR,12,TB,9,13,7800.0,18.84
2,1,20875,DK Metcalf,SEA,WR,12,PHI,14,13,7700.0,17.37
3,1,19802,Calvin Ridley,ATL,WR,12,LV,23,18,7100.0,17.73
