,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,12,TB,9.0,16.0,7000.0,18.61
1,1,16964,Darren Waller,LV,TE,12,ATL,30.0,32.0,6000.0,15.8
2,1,20805,T.J. Hockenson,DET,TE,12,HOU,28.0,15.0,4700.0,12.55
3,1,19863,Dallas Goedert,PHI,TE,12,SEA,32.0,10.0,4200.0,11.52
