,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,19063,George Kittle,SF,TE,1,ARI,31.0,32.0,7200.0,17.03
1,1,15048,Travis Kelce,KC,TE,1,HOU,27.0,24.0,7000.0,16.88
2,1,19803,Mark Andrews,BAL,TE,1,CLE,20.0,29.0,6000.0,14.27
3,1,14856,Zach Ertz,PHI,TE,1,WAS,28.0,28.0,5800.0,13.77
