,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18877,Christian McCaffrey,CAR,RB,1,LV,25,19.0,10000.0,23.96
1,1,17959,Derrick Henry,TEN,RB,1,DEN,8,10.0,7800.0,18.7
2,1,17923,Ezekiel Elliott,DAL,RB,1,LAR,14,17.0,8000.0,19.03
3,1,20824,Josh Jacobs,LV,RB,1,CAR,26,32.0,6800.0,16.95
