,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,14986,DeAndre Hopkins,ARI,WR,6,DAL,31,30,8200.0,20.16
1,1,18082,Tyreek Hill,KC,WR,6,BUF,23,18,7100.0,17.91
2,1,16470,Davante Adams,GB,WR,6,TB,4,9,8000.0,19.32
3,1,15534,Adam Thielen,MIN,WR,6,ATL,32,26,7300.0,18.27
