,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18877,Christian McCaffrey,CAR,RB,13,WAS,21,24.0,10500.0,30.44
1,1,18872,Dalvin Cook,MIN,RB,13,SEA,16,11.0,9000.0,22.33
2,1,17923,Ezekiel Elliott,DAL,RB,13,BUF,3,19.0,7300.0,18.66
3,1,18878,Alvin Kamara,NO,RB,13,ATL,26,15.0,8100.0,21.57
