,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,13291,Julio Jones,ATL,WR,6,ARI,31,19.0,8000.0,19.53
1,1,14986,DeAndre Hopkins,HOU,WR,6,KC,19,15.0,7400.0,18.92
2,1,18882,Cooper Kupp,LAR,WR,6,SF,3,12.0,7100.0,18.71
3,1,15076,Keenan Allen,LAC,WR,6,PIT,15,20.0,7000.0,18.78
