,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,6,HOU,21,4.0,7000.0,16.46
1,1,19063,George Kittle,SF,TE,6,LAR,23,18.0,5200.0,14.94
2,1,14856,Zach Ertz,PHI,TE,6,MIN,5,14.0,5400.0,14.72
3,1,17963,Austin Hooper,ATL,TE,6,ARI,31,32.0,5000.0,14.23
