,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,13,LV,28,29.0,7200.0,16.86
1,1,19063,George Kittle,SF,TE,13,BAL,4,5.0,6100.0,15.23
2,1,14856,Zach Ertz,PHI,TE,13,MIA,31,18.0,6700.0,13.82
3,1,17975,Hunter Henry,LAC,TE,13,DEN,6,16.0,5800.0,13.48
