,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,17960,Michael Thomas,NO,WR,13,ATL,26,29.0,9100.0,26.59
1,1,18082,Tyreek Hill,KC,WR,13,LV,28,27.0,8900.0,19.21
2,1,18880,Chris Godwin,TB,WR,13,JAX,19,12.0,7700.0,17.79
3,1,16470,Davante Adams,GB,WR,13,NYG,26,31.0,7000.0,18.39
