,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18877,Christian McCaffrey,CAR,RB,1,LAR,19,15.0,8800.0,21.8
1,1,19766,Saquon Barkley,NYG,RB,1,DAL,8,8.0,9000.0,21.35
2,1,18878,Alvin Kamara,NO,RB,1,HOU,10,5.0,8500.0,19.78
3,1,19798,Nick Chubb,CLE,RB,1,TEN,6,4.0,6400.0,16.67
