,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,1,JAX,4,16.0,7100.0,16.42
1,1,19063,George Kittle,SF,TE,1,TB,31,24.0,6600.0,15.24
2,1,14856,Zach Ertz,PHI,TE,1,WAS,14,10.0,6100.0,15.32
3,1,18901,O.J. Howard,TB,TE,1,SF,25,7.0,5000.0,11.62
