,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18857,Deshaun Watson,HOU,QB,1,NO,18,31,6800.0,21.58
1,1,18890,Patrick Mahomes,KC,QB,1,JAX,4,9,7200.0,21.17
2,1,7242,Drew Brees,NO,QB,1,HOU,10,14,6400.0,20.51
3,1,17920,Carson Wentz,PHI,QB,1,WAS,14,19,5700.0,20.03
