,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,14986,DeAndre Hopkins,HOU,WR,1,NO,18,32.0,8200.0,19.79
1,1,17960,Michael Thomas,NO,WR,1,HOU,10,8.0,8000.0,20.2
2,1,16470,Davante Adams,GB,WR,1,CHI,1,10.0,7700.0,18.56
3,1,16389,Odell Beckham Jr.,CLE,WR,1,TEN,6,20.0,8100.0,17.79
