,Unnamed: 0,PlayerID,Name,Position,Week,Team,Opponent,Salary,FantasyPoints,FantasyPoints_DraftKingsProjection,FantasyPoints_OurPrediction
0,197,19801,Josh Allen,QB,6,BUF,TEN,8200,32.72,25.56,23.540680876322302
1,198,18055,Dak Prescott,QB,6,DAL,NE,7100,31.8,19.92,18.718400907302698
2,199,14252,Kirk Cousins,QB,6,MIN,CAR,6200,31.52,17.52,19.5152130614941
3,200,18890,Patrick Mahomes,QB,6,KC,WAS,8300,27.98,28.05,25.452169182097396
