,Unnamed: 0,PlayerID,Name,Position,Week,Team,Opponent,Salary,FantasyPoints,FantasyPoints_DraftKingsProjection,FantasyPoints_OurPrediction
0,586,17959,Derrick Henry,RB,6,TEN,BUF,9000,38.6,22.99,24.14953888085
1,587,21682,Jonathan Taylor,RB,6,IND,HOU,6600,31.8,17.61,15.94860499459
2,588,18803,Leonard Fournette,RB,6,TB,PHI,5900,30.7,14.24,13.062042672270902
3,589,18858,Joe Mixon,RB,6,CIN,DET,6400,26.3,16.22,15.575003928181902
