,Unnamed: 0,PlayerID,Name,Position,Week,Team,Opponent,Salary,FantasyPoints,FantasyPoints_DraftKingsProjection,FantasyPoints_OurPrediction
0,488,20753,Noah Fant,TE,6,DEN,LV,4800,24.7,11.8,10.2253605249641
1,489,19853,Mike Gesicki,TE,6,MIA,JAX,4300,22.5,11.56,11.5995820404085
2,490,15048,Travis Kelce,TE,6,KC,WAS,7000,17.9,19.41,14.0220234099544
3,491,19803,Mark Andrews,TE,6,BAL,LAC,5200,17.8,14.66,17.1995050430108
