,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,21682,Jonathan Taylor,IND,RB,13,HOU,28,27,9200.0,26.04
1,1,18858,Joe Mixon,CIN,RB,13,LAC,19,29,8100.0,20.17
2,1,20868,Alexander Mattison,MIN,RB,13,DET,29,30,7600.0,19.35
3,1,19562,Austin Ekeler,LAC,RB,13,CIN,8,20,8300.0,20.42
