,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18082,Tyreek Hill,KC,WR,1,CLE,20,26,8200.0,21.14
1,1,16470,Davante Adams,GB,WR,1,NO,6,16,8300.0,22.39
2,1,19802,Calvin Ridley,ATL,WR,1,PHI,21,25,7900.0,19.26
3,1,16906,Stefon Diggs,BUF,WR,1,PIT,2,15,7600.0,19.87
