,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,1,CLE,20,28,8300.0,20.12
1,1,19063,George Kittle,SF,TE,1,DET,32,18,6300.0,16.67
2,1,16964,Darren Waller,LV,TE,1,BAL,4,10,7500.0,16.43
3,1,19803,Mark Andrews,BAL,TE,1,LV,26,17,5300.0,13.78
