,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18882,Cooper Kupp,LAR,WR,12,GB,6,9,9600.0,25.41
1,1,16470,Davante Adams,GB,WR,12,LAR,9,10,8600.0,21.15
2,1,20932,Deebo Samuel,SF,WR,12,MIN,28,31,7900.0,18.06
3,1,21685,Justin Jefferson,MIN,WR,12,SF,7,7,8300.0,18.34
