,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,17959,Derrick Henry,TEN,RB,7,KC,30,19,9200.0,24.6
1,1,18878,Alvin Kamara,NO,RB,7,SEA,27,29,8900.0,22.09
2,1,20798,Darrell Henderson Jr.,LAR,RB,7,DET,26,32,6600.0,18.65
3,1,19045,Aaron Jones,GB,RB,7,WAS,32,24,7500.0,19.42
