,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,18877,Christian McCaffrey,CAR,RB,1,NYJ,28,16,9500.0,23.75
1,1,18872,Dalvin Cook,MIN,RB,1,CIN,23,25,9100.0,21.29
2,1,17959,Derrick Henry,TEN,RB,1,ARI,15,17,8800.0,21.53
3,1,18878,Alvin Kamara,NO,RB,1,GB,9,27,8600.0,21.62
