,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,19063,George Kittle,SF,TE,12,MIN,28,6,6400.0,14.9
1,1,16964,Darren Waller,LV,TE,12,DAL,13,25,6400.0,15.41
2,1,19803,Mark Andrews,BAL,TE,12,CLE,11,18,6200.0,14.3
3,1,22508,Kyle Pitts,ATL,TE,12,JAX,20,23,6100.0,14.06
