,Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
0,1,15048,Travis Kelce,KC,TE,6,WAS,31,14,7000.0,19.41
1,1,16964,Darren Waller,LV,TE,6,DEN,2,2,6600.0,15.78
2,1,19803,Mark Andrews,BAL,TE,6,LAC,12,30,5200.0,14.66
3,1,20850,Dawson Knox,BUF,TE,6,TEN,24,2,4800.0,11.39
